Name,NOC,Year,Number of Sports Athlete Plays,Number of Events Athlete Competes In,Number of Games Athlete Competed In,Won_Gold_True,Won_Silver_True,Won_Bronze_True,Athlete's Gold Medals,Athlete's Silver Medals,Athlete's Bronze Medals,Male_True
Jorge Benguche,HON,2020,1,1,1,0,0,0,0,0,0,1
Loubna Benhadja,ALG,2020,1,1,1,0,0,0,0,0,0,0
Bruna Benites,BRA,2020,1,1,1,0,0,0,0,0,0,0
Andrea Benitez,ESP,2020,1,1,1,0,0,0,0,0,0,0
Jackie Benitez,PUR,2020,1,1,1,0,0,0,0,0,0,0
Kion Benjamin,TTO,2020,1,1,1,0,0,0,0,0,0,1
Rai Benjamin,USA,2020,1,2,1,0,1,0,1,1,0,1
Britt Benn,CAN,2020,1,1,1,0,0,0,0,0,0,0
Billal Bennama,FRA,2020,1,1,1,0,0,0,0,0,0,1
George Bennett,NZL,2020,2,3,2,0,0,0,0,0,0,1
Karen Bennett,GBR,2020,1,2,2,0,0,0,0,1,0,0
Hanna Bennison,SWE,2020,1,1,1,0,1,0,0,1,0,0
Tiesj Benoot,BEL,2020,1,1,1,0,0,0,0,0,0,1
Gunnar Bentz,USA,2020,1,1,1,0,0,0,0,0,0,1
Matej Benus,SVK,2020,1,1,1,0,0,0,0,0,0,1
Robin Benzing,GER,2020,1,1,1,0,0,0,0,0,0,1
Stefan Berariu,ROU,2020,1,1,1,0,1,0,0,1,0,1
Cecilia Berder,FRA,2020,1,2,1,0,0,0,0,1,0,0
Jalgasbay Berdimuratov,UZB,2020,1,1,1,0,0,0,0,0,0,1
Zsombor Berecz,HUN,2020,1,3,4,0,1,0,0,1,0,1
Ignacio Berenguer,MEX,2020,1,1,1,0,0,0,0,0,0,1
Amalia Beres,ROU,2020,1,1,1,0,0,0,0,0,0,0
Madalina Beres,ROU,2020,1,1,1,0,0,0,0,0,0,0
Eline Berger,NED,2020,1,1,1,0,0,0,0,0,0,0
Eva Berger,FRA,2020,1,1,1,0,0,0,0,0,0,0
Matt Berger,CAN,2020,1,1,1,0,0,0,0,0,0,1
Leo Bergere,FRA,2020,1,2,1,0,0,0,0,0,1,1
Torbjoern Bergerud,NOR,2020,1,1,1,0,0,0,0,0,0,1
Kalle Berglund,SWE,2020,1,1,1,0,0,0,0,0,0,1
Linda Bergstroem,SWE,2020,1,1,1,0,0,0,0,0,0,0
Fredrik Bergstrom,SWE,2020,1,1,1,0,1,0,0,1,0,1
Olivia Bergstrom,SWE,2020,1,1,1,0,0,0,0,0,0,0
Lobke Berkhout,NED,2020,1,2,3,0,0,0,0,1,1,0
Kevin Berlin,MEX,2020,1,1,1,0,0,0,0,0,0,1
Phil Berna,CAN,2020,1,1,1,0,0,0,0,0,0,1
Maria Bernabeu,ESP,2020,1,1,1,0,0,0,0,0,0,0
Sandra Bernal,POL,2020,1,1,1,0,0,0,0,0,0,0
Paul Bernardoni,FRA,2020,1,1,1,0,0,0,0,0,0,1
Laura Bernat,POL,2020,1,1,1,0,0,0,0,0,0,0
Ann Bernau,USA,2020,1,2,1,0,0,0,0,0,1,0
Baptiste Bernaz,FRA,2020,1,1,1,0,0,0,0,0,0,1
Peter Bernek,HUN,2020,1,1,1,0,0,0,0,0,0,1
Anna Bernholm,SWE,2020,1,1,1,0,0,0,0,0,0,0
Juozas Bernotas,LTU,2020,1,2,3,0,0,0,0,0,0,1
Djahid Berrahal,ALG,2020,1,1,1,0,0,0,0,0,0,1
Enrico Berre',ITA,2020,1,2,1,0,0,0,0,1,0,1
Nadjet Berrichi,ALG,2020,1,1,1,0,0,0,0,0,0,0
Gwen Berry,USA,2020,1,2,2,0,0,0,0,0,0,0
Maria Bersneva,ROC,2020,1,1,1,0,0,0,0,0,0,0
Elena Berta,ITA,2020,1,2,2,0,0,0,0,0,0,0
Dimitry Bertaud,FRA,2020,1,1,1,0,0,0,0,0,0,1
Liam Bertazzo,ITA,2020,2,3,2,1,0,0,1,0,0,1
Victoire Berteau,FRA,2020,1,3,1,0,0,0,0,0,0,0
Bob Bertemes,LUX,2020,1,1,1,0,0,0,0,0,0,1
Kiki Bertens,NED,2020,1,4,2,0,0,0,0,0,0,0
Amita Berthier,SGP,2020,1,1,1,0,0,0,0,0,0,0
Marco Berti,SMR,2020,1,2,1,0,0,0,0,1,0,1
Elena Bertocchi,ITA,2020,1,1,1,0,0,0,0,0,0,0
Marta Bertoncelli,ITA,2020,1,1,1,0,0,0,0,0,0,0
Coralie Bertrand,FRA,2020,1,1,1,0,1,0,0,1,0,0
Sofya Berultseva,KAZ,2020,1,1,1,0,0,1,0,0,1,0
Sarra Besbes,TUN,2020,1,2,3,0,0,0,0,0,0,0
Clement Bessaguet,FRA,2020,1,1,1,0,0,0,0,0,0,1
Cedric Bessi,MON,2020,1,1,1,0,0,0,0,0,0,1
Justin Best,USA,2020,1,1,1,0,0,0,0,0,0,1
Jael Bestue,ESP,2020,1,1,1,0,0,0,0,0,0,0
Brianne Bethel,BAH,2020,1,1,1,0,0,0,0,0,0,0
Bruno Bethlen,BRA,2020,1,1,1,0,0,0,0,0,0,1
Nina Betschart,SUI,2020,1,1,1,0,0,0,0,0,0,0
Kipkemoi Bett,KEN,2020,1,1,1,0,0,0,0,0,0,1
Alberto Bettiol,ITA,2020,1,2,1,0,0,0,0,0,0,1
Sarah Bettles,GBR,2020,1,3,1,0,0,0,0,0,0,0
Alice Betto,ITA,2020,1,2,1,0,0,0,0,0,0,0
Susann Beucke,GER,2020,1,1,1,0,1,0,0,1,0,0
Nicole Beukers,NED,2020,1,2,2,0,0,0,0,1,0,0
Kelsey Bevan,NZL,2020,1,2,2,0,1,0,0,1,0,0
Allison Beveridge,CAN,2020,2,4,2,0,0,0,0,0,1,0
Patrick Bevin,NZL,2020,1,2,1,0,0,0,0,0,0,1
Augustin Bey,FRA,2020,1,1,1,0,0,0,0,0,0,1
Dimitriana Bezede,MDA,2020,1,1,1,0,0,0,0,0,0,0
Christiaan Bezuidenhout,RSA,2020,1,1,1,0,0,0,0,0,0,1
Eleanor Bezzina,MLT,2020,1,4,2,0,0,0,0,0,0,0
Manu Bhaker,IND,2020,1,3,1,0,0,0,0,0,0,0
Sarthak Bhambri,IND,2020,1,1,1,0,0,0,0,0,0,1
Soniya Bhatta,NEP,2020,1,1,1,0,0,0,0,0,0,0
Kun Bi,CHN,2020,1,1,1,0,0,1,0,0,1,1
Cecilia Biagioli,ARG,2020,2,4,5,0,0,0,0,0,0,0
Romina Biagioli,ARG,2020,1,1,1,0,0,0,0,0,0,0
Tongda Bian,CHN,2020,1,1,1,0,0,0,0,0,0,1
Ilaria Bianchi,ITA,2020,1,3,4,0,0,0,0,0,0,0
Dan Bibby,GBR,2020,1,1,1,0,0,0,0,0,0,1
Saken Bibossinov,KAZ,2020,1,1,1,0,0,1,0,0,1,1
Timo Bichler,GER,2020,1,3,1,0,0,0,0,0,0,1
Bence Bicsak,HUN,2020,1,2,1,0,0,0,0,0,0,1
Sergey Bida,ROC,2020,1,2,1,0,0,0,0,1,0,1
Walid Bidani,ALG,2020,1,3,3,0,0,0,0,0,0,1
Mateusz Bieniek,POL,2020,1,2,2,0,0,0,0,0,0,1
Quentin Bigot,FRA,2020,1,2,2,0,0,0,0,0,0,1
Marko Bijac,CRO,2020,1,1,1,0,0,0,0,0,0,1
Benjamin Bildstein,AUT,2020,1,1,1,0,0,0,0,0,0,1
Simone Biles,USA,2020,2,12,2,0,0,0,4,1,2,0
Simonas Bilis,LTU,2020,1,4,2,0,0,0,0,0,0,1
Sandrine Billiet,CPV,2020,1,1,1,0,0,0,0,0,0,0
Mathieu Billot,FRA,2020,1,2,1,0,0,0,0,0,0,1
Lauren Billys,PUR,2020,2,2,2,0,0,0,0,0,0,0
Mathieu Bilodeau,CAN,2020,1,2,2,0,0,0,0,0,0,1
Daria Bilodid,UKR,2020,1,1,1,0,0,1,0,0,1,0
Saif Bin,UAE,2020,1,1,1,0,0,0,0,0,0,1
Martin Binedell,RSA,2020,1,1,1,0,0,0,0,0,0,1
Khamica Bingham,CAN,2020,1,3,2,0,0,0,0,0,0,0
Chloe Birch,GBR,2020,1,1,1,0,0,0,0,0,0,0
Elizabeth Bird,GBR,2020,1,1,1,0,0,0,0,0,0,0
Kieran Bird,GBR,2020,1,2,1,0,0,0,0,0,0,1
Sue Bird,USA,2020,1,1,1,1,0,0,1,0,0,0
Kinaua Biribo,KIR,2020,1,1,1,0,0,0,0,0,0,0
Cavit Biriz,TUR,2020,1,1,1,0,0,0,0,0,0,1
Blanka Biro,HUN,2020,1,1,1,0,0,0,0,0,0,0
Gilles Biron,FRA,2020,1,1,1,0,0,0,0,0,0,1
Jacob Birtwhistle,AUS,2020,1,2,1,0,0,0,0,0,0,1
Hani Bisharat,JOR,2020,1,1,1,0,0,0,0,0,0,1
Urantungalag Bishindee,MGL,2020,1,2,1,0,0,0,0,0,0,0
Melissa Bishop-nriagu,CAN,2020,1,1,1,0,0,0,0,0,0,0
Mateusz Biskup,POL,2020,1,2,2,0,0,0,0,0,0,1
Stefan Bissegger,SUI,2020,1,1,1,0,0,0,0,0,0,1
Catriona Bisset,AUS,2020,1,1,1,0,0,0,0,0,0,0
Nelson Bissett,CAN,2020,1,1,1,0,0,0,0,0,0,1
Stuart Bithell,GBR,2020,1,2,2,1,0,0,1,1,0,1
Gabriela Bitolo,BRA,2020,1,1,1,0,0,0,0,0,0,0
Noah Bitsch,GER,2020,1,1,1,0,0,0,0,0,0,1
Johannes Bitter,GER,2020,1,2,2,0,0,0,0,0,0,1
Ana Bjelica,SRB,2020,1,1,1,0,0,1,0,0,1,0
Bojana Bjeljac,CRO,2020,1,1,1,0,0,0,0,0,0,0
Christine Bjerendal,SWE,2020,1,2,3,0,0,0,0,0,0,0
Tobias Bjerg,DEN,2020,1,1,1,0,0,0,0,0,0,1
Holmquist Bjerrehuus,DEN,2020,1,1,1,0,0,0,0,0,0,1
Kristian Bjoernsen,NOR,2020,1,1,1,0,0,0,0,0,0,1
Nathalie Bjorn,SWE,2020,1,1,1,0,1,0,0,1,0,0
Michel Bjurberg,SWE,2020,1,1,1,0,0,0,0,0,0,1
Pirmin Blaak,NED,2020,1,1,1,0,0,0,0,0,0,1
Elsabeth Black,CAN,2020,2,12,3,0,0,0,0,0,0,0
Angeline Blackburn,AUS,2020,1,1,1,0,0,0,0,0,0,0
Stina Blackstenius,SWE,2020,1,1,1,0,1,0,0,1,0,0
Jelena Blagojevic,SRB,2020,1,1,1,0,0,1,0,0,1,0
Marc-antoine Blais-belanger,CAN,2020,1,1,1,0,0,0,0,0,0,1
Jerome Blake,CAN,2020,1,1,1,0,0,1,0,0,1,1
Yohan Blake,JAM,2020,1,5,3,0,0,0,2,2,0,1
Jay Blankenau,CAN,2020,1,2,2,0,0,0,0,0,0,1
Anita Blaze,FRA,2020,1,3,2,0,0,0,0,1,0,0
Mia Blazhevska,MKD,2020,1,1,1,0,0,0,0,0,0,0
Jaka Blazic,SLO,2020,1,1,1,0,0,0,0,0,0,1
Joaquin Blazquez,ARG,2020,1,1,1,0,0,0,0,0,0,1
Torben Blech,GER,2020,1,1,1,0,0,0,0,0,0,1
Eden Blecher,ISR,2020,1,1,1,0,0,0,0,0,0,0
Jeremy Bleich,ISR,2020,1,1,1,0,0,0,0,0,0,1
Christopher Blevins,USA,2020,1,1,1,0,0,0,0,0,0,1
Kirsti Blicavs,AUS,2020,1,1,1,0,0,0,0,0,0,0
Mia Blichfeldt,DEN,2020,1,1,1,0,0,0,0,0,0,0
Kyle Blignaut,RSA,2020,1,1,1,0,0,0,0,0,0,1
Yuliya Bliznets,BLR,2020,1,1,1,0,0,0,0,0,0,0
Anastasia Bliznyuk,ROC,2020,1,1,1,0,1,0,0,1,0,0
Linn Blohm,SWE,2020,1,2,2,0,0,0,0,0,0,0
Justen Blok,NED,2020,1,1,1,0,0,0,0,0,0,1
Merel Blom,NED,2020,2,3,2,0,0,0,0,0,0,0
Emil Blomberg,SWE,2020,1,1,1,0,0,0,0,0,0,1
Rebecka Blomqvist,SWE,2020,1,1,1,0,1,0,0,1,0,0
Pernille Blume,DEN,2020,1,8,3,0,0,1,1,0,2,0
Kristian Blummenfelt,NOR,2020,1,1,1,1,0,0,1,0,0,1
Jenny Blundell,AUS,2020,1,1,1,0,0,0,0,0,0,0
Michaela Blyde,NZL,2020,1,1,1,1,0,0,1,0,0,0
Lucilla Boari,ITA,2020,1,4,2,0,0,1,0,0,1,0
Bismark Boateng,CAN,2020,1,2,1,0,0,0,0,0,1,1
Quanita Bobbs,RSA,2020,1,1,1,0,0,0,0,0,0,0
Radu Boboc,ROU,2020,1,1,1,0,0,0,0,0,0,1
Mihaela Bobocea,ROU,2020,1,1,1,0,0,0,0,0,0,0
Davlat Bobonov,UZB,2020,1,2,1,0,0,1,0,0,1,1
Shelly Bobritsky,ISR,2020,1,1,1,0,0,0,0,0,0,0
Vladlena Bobrovnikova,ROC,2020,1,2,2,0,1,0,1,1,0,0
Daniils Bobrovs,LAT,2020,1,1,1,0,0,0,0,0,0,1
Gauthier Boccard,BEL,2020,1,2,3,1,0,0,1,1,0,1
Tobia Bocchi,ITA,2020,1,1,1,0,0,0,0,0,0,1
Beril Bocekler,TUR,2020,1,2,1,0,0,0,0,0,0,0
Solomon Bockarie,NED,2020,1,1,1,0,0,0,0,0,0,1
Alexandre Bodegas,ITA,2020,1,1,1,0,0,0,0,0,0,1
Eveline Bodenmuller,SUI,2020,1,2,1,0,0,0,0,0,0,0
Ancuta Bodnar,ROU,2020,1,1,1,1,0,0,1,0,0,0
Maciej Bodnar,POL,2020,2,4,3,0,0,0,0,0,0,1
Mariola Bodnarchuk,UKR,2020,1,1,1,0,0,0,0,0,0,0
Dora Bodonyi,HUN,2020,1,2,1,0,0,1,1,0,1,0
Stefan Boetticher,GER,2020,1,3,1,0,0,0,0,0,0,1
Rafael Bogaerts,BEL,2020,1,1,1,0,0,0,0,0,0,1
Denis Bogdan,ROC,2020,1,1,1,0,1,0,0,1,0,1
Tijana Bogdanovic,SRB,2020,1,1,1,0,0,1,0,0,1,0
Luminosa Bogliolo,ITA,2020,1,1,1,0,0,0,0,0,0,0
Jaromir Bohacik,CZE,2020,1,1,1,0,0,0,0,0,0,1
Caroline Bohe,DEN,2020,1,1,1,0,0,0,0,0,0,0
Richard Bohus,HUN,2020,1,3,1,0,0,0,0,0,0,1
Rosalie Boissonneault,CAN,2020,1,1,1,0,0,0,0,0,0,0
Guillaume Boivin,CAN,2020,1,1,1,0,0,0,0,0,0,1
Alexandra Boje,DEN,2020,1,1,1,0,0,0,0,0,0,0
Lorena Bokesa,ESP,2020,1,2,1,0,0,0,0,0,0,0
Femke Bol,NED,2020,1,3,1,0,0,1,0,0,1,0
Peter Bol,AUS,2020,1,2,2,0,0,0,0,0,0,1
Napolioni Bolaca,FIJ,2020,1,1,1,1,0,0,1,0,0,1
Gankhaich Bold,MGL,2020,1,2,1,0,0,0,0,0,0,0
Khongorzul Boldsaikhan,MGL,2020,1,1,1,0,0,0,0,0,0,0
Cynthia Bolingo,BEL,2020,1,3,1,0,0,0,0,0,0,0
Timo Boll,GER,2020,1,5,6,0,0,0,0,2,2,1
Leandro Bolmaro,ARG,2020,1,1,1,0,0,0,0,0,0,1
Marie Bolou,FRA,2020,1,1,1,0,0,0,0,0,0,0
Sharofiddin Boltaboev,UZB,2020,1,2,1,0,0,0,0,0,0,1
Marc Bolto,ESP,2020,1,1,1,0,0,0,0,0,0,1
Beiter Bomme,DEN,2020,1,1,1,0,0,0,0,0,0,0
Nicolas Bonanno,ARG,2020,1,1,1,0,0,0,0,0,0,1
Berta Bonastre,ESP,2020,1,1,1,0,0,0,0,0,0,0
Ashlee Bond,ISR,2020,1,2,1,0,0,0,0,0,0,0
Hamish Bond,NZL,2020,1,3,4,1,0,0,3,0,0,1
Aleksandr Bondar,ROC,2020,1,2,1,0,0,0,0,0,1,1
Edwina Bone,AUS,2020,1,2,2,0,0,0,0,0,0,0
Oliver Bone,CAN,2020,1,2,2,0,0,0,0,0,0,1
Liemarvin Bonevacia,NED,2020,1,5,3,0,0,0,0,1,0,1
Harriet Bonface,MAW,2020,1,1,1,0,0,0,0,0,0,0
Caio Bonfim,BRA,2020,1,3,3,0,0,0,0,0,0,1
Isaac Bonga,GER,2020,1,1,1,0,0,0,0,0,0,1
Anna Bongiorni,ITA,2020,1,2,1,0,0,0,0,0,0,0
Ariane Bonhomme,CAN,2020,1,1,1,0,0,0,0,0,0,0
Emilio Bonifacio,DOM,2020,1,1,1,0,0,1,0,0,1,1
Paola Bonilla,ECU,2020,1,1,1,0,0,0,0,0,0,0
Zacarias Bonnat,DOM,2020,1,1,1,0,1,0,0,1,0,1
Charlotte Bonnet,FRA,2020,1,9,3,0,0,0,0,0,1,0
Debbie Bont,NED,2020,1,1,1,0,0,0,0,0,0,0
Teresa Bonvalot,POR,2020,1,1,1,0,0,0,0,0,0,0
Devin Booker,USA,2020,1,1,1,1,0,0,1,0,0,1
Alain Boon,BEL,2020,1,1,1,1,0,0,1,0,0,1
Janneke Boonzaaijer,NED,2020,1,1,1,0,0,0,0,0,0,0
Joshua Booth,AUS,2020,1,3,3,0,0,0,0,1,0,1
Hammond Boothroyd,CAN,2020,1,1,1,0,0,0,0,0,0,1
Hillary Bor,USA,2020,1,2,2,0,0,0,0,0,0,1
Kjetil Borch,NOR,2020,1,2,3,0,1,0,0,1,1,1
Shamil Borchashvili,AUT,2020,1,1,1,0,0,1,0,0,1,1
Reka Bordas,HUN,2020,1,1,1,0,0,0,0,0,0,0
Gabriel Bordier,FRA,2020,1,1,1,0,0,0,0,0,0,1
Giorgia Bordignon,ITA,2020,1,2,2,0,1,0,0,1,0,0
Susanna Bordone,ITA,2020,2,4,3,0,0,0,0,0,0,0
Yannick Borel,FRA,2020,1,4,3,0,0,0,1,0,0,1
Rebecca Borga,ITA,2020,1,2,1,0,0,0,0,0,0,0
Karla Borger,GER,2020,1,2,2,0,0,0,0,0,0,0
Alexis Borges,POR,2020,1,1,1,0,0,0,0,0,0,1
Mauricio Borges,BRA,2020,1,1,1,0,0,0,0,0,0,1
Felipe Borges,BRA,2020,1,1,1,0,0,0,0,0,0,1
Gabriel Borges,BRA,2020,1,2,2,0,0,0,0,0,0,1
Stine Borgli,NOR,2020,1,1,1,0,0,0,0,0,0,0
Lovlina Borgohain,IND,2020,1,1,1,0,0,1,0,0,1,0
Mateusz Borkowski,POL,2020,1,1,1,0,0,0,0,0,0,1
Dylan Borlee,BEL,2020,1,2,1,0,0,0,0,0,0,1
Jonathan Borlee,BEL,2020,1,1,1,0,0,0,0,0,0,1
Kevin Borlee,BEL,2020,1,3,1,0,0,0,0,0,0,1
Anton Borodachev,ROC,2020,1,2,1,0,0,0,0,1,0,1
Kirill Borodachev,ROC,2020,1,2,1,0,0,0,0,1,0,1
Jevgenijs Borodavko,LAT,2020,1,1,1,0,0,0,0,0,0,1
Ilia Borodin,ROC,2020,1,2,1,0,0,0,0,0,0,1
Dorota Borowska,POL,2020,1,1,1,0,0,0,0,0,0,0
Marion Borras,FRA,2020,1,1,1,0,0,0,0,0,0,0
Ismael Borrero,CUB,2020,1,1,1,0,0,0,0,0,0,1
Emily Borthwick,GBR,2020,1,1,1,0,0,0,0,0,0,0
Samantha Borutta,GER,2020,1,1,1,0,0,0,0,0,0,0
Mikita Borykau,BLR,2020,1,2,1,0,0,0,0,0,0,1
Chiara Bosetti,ITA,2020,1,1,1,0,0,0,0,0,0,0
Aliya Boshnak,JOR,2020,1,1,1,0,0,0,0,0,0,0
Tijana Boskovic,SRB,2020,1,1,1,0,0,1,0,0,1,0
Pierre-ambroise Bosse,FRA,2020,1,1,1,0,0,0,0,0,0,1
Niklas Bosserhoff,GER,2020,1,1,1,0,0,0,0,0,0,1
Shari Bossuyt,BEL,2020,1,1,1,0,0,0,0,0,0,0
Sam Bosworth,NZL,2020,1,1,1,1,0,0,1,0,0,1
Tom Bosworth,GBR,2020,1,1,1,0,0,0,0,0,0,1
Maria Botalova,ROC,2020,1,1,1,0,0,0,0,0,0,0
Adam Botek,SVK,2020,1,2,1,0,0,0,0,0,1,1
Bryony Botha,NZL,2020,1,2,1,0,0,0,0,0,0,0
Diego Botin,ESP,2020,1,1,1,0,0,0,0,0,0,1
Vilimoni Botitu,FIJ,2020,1,1,1,1,0,0,1,0,0,1
Christine Botlogetswe,BOT,2020,1,2,2,0,0,0,0,0,0,0
Cj Bott,NZL,2020,1,1,1,0,0,0,0,0,0,0
Viviana Bottaro,ITA,2020,1,1,1,0,0,1,0,0,1,0
Roumaysa Boualam,ALG,2020,1,1,1,0,0,0,0,0,0,0
Ines Boubakri,TUN,2020,1,1,1,0,0,0,0,0,0,0
Hugo Boucheron,FRA,2020,1,2,2,1,0,0,1,0,0,1
Hichem Bouchicha,ALG,2020,1,1,1,0,0,0,0,0,0,1
Ali Boudina,ALG,2020,1,1,1,0,0,0,0,0,0,1
Adem Boudjemline,ALG,2020,1,2,2,0,0,0,0,0,0,1
Erica Bougard,USA,2020,1,1,1,0,0,0,0,0,0,0
Aymen Bouguerra,TUN,2020,1,1,1,0,0,0,0,0,0,1
Ghali Boukaa,MAR,2020,1,2,1,0,0,0,0,0,0,1
Ramzi Boukhiam,MAR,2020,1,1,1,0,0,0,0,0,0,1
Shirine Boukli,FRA,2020,1,1,1,0,0,0,0,0,0,0
Chouaib Bouloudinats,ALG,2020,1,2,3,0,0,0,0,0,0,1
Andrea Bouma,NED,2020,1,1,1,0,0,0,0,0,0,0
Akram Bounabi,ALG,2020,1,1,1,0,0,0,0,0,0,1
Soufiyan Bouqantar,MAR,2020,1,2,3,0,0,0,0,0,0,1
Hamza Bouras,ALG,2020,1,2,2,0,0,0,0,0,0,1
Michel Bourez,FRA,2020,1,1,1,0,0,0,0,0,0,1
Pierre Bourhis,SEN,2020,1,1,1,0,0,0,0,0,0,1
Larbi Bouriah,ALG,2020,1,1,1,0,0,0,0,0,0,1
Raijin Bourke,JPN,2020,1,1,1,0,0,0,0,0,0,1
Ioanna Bourmpou,GRE,2020,1,1,1,0,0,0,0,0,0,0
Tri Bourne,USA,2020,1,1,1,0,0,0,0,0,0,1
Siwar Bouseta,TUN,2020,1,1,1,0,0,0,0,0,0,0
Jeanne Boutbien,SEN,2020,1,1,1,0,0,0,0,0,0,0
Micaela Bouter,RSA,2020,1,1,1,0,0,0,0,0,0,0
Celine Boutier,FRA,2020,1,1,1,0,0,0,0,0,0,0
Samy Boutouil,MAR,2020,1,1,1,0,0,0,0,0,0,1
Marit Bouwmeester,NED,2020,1,2,3,0,0,1,1,1,1,0
Marwa Bouzayani,TUN,2020,1,1,1,0,0,0,0,0,0,0
Claire Bove,FRA,2020,1,1,1,0,1,0,0,1,0,0
Roel Bovendeert,NED,2020,1,1,1,0,0,0,0,0,0,1
Alex Bowen,USA,2020,1,2,2,0,0,0,0,0,0,1
Katie Bowen,NZL,2020,1,1,1,0,0,0,0,0,0,0
Tom Bowen,GBR,2020,1,1,1,0,0,0,0,0,0,1
Michael Boxall,NZL,2020,1,2,2,0,0,0,0,0,0,1
Brendan Boyce,IRL,2020,1,2,3,0,0,0,0,0,0,1
Marine Boyer,FRA,2020,2,9,2,0,0,0,0,0,0,0
Stephen Boyer,FRA,2020,1,1,1,1,0,0,1,0,0,1
Meryem Boz,TUR,2020,1,1,1,0,0,0,0,0,0,0
Dilara Bozan,TUR,2020,1,1,1,0,0,0,0,0,0,0
Islam Bozbayev,KAZ,2020,1,2,2,0,0,0,0,0,0,1
Holly Bradshaw,GBR,2020,1,1,1,0,0,1,0,0,1,0
Jennifer Brady,USA,2020,1,1,1,0,0,0,0,0,0,0
Pablo Braegger,SUI,2020,1,8,1,0,0,0,0,0,0,1
Naemi Braendle,SUI,2020,1,1,1,0,0,0,0,0,0,0
Gabriela Braga,BRA,2020,1,1,1,0,1,0,0,1,0,0
Rui Braganca,POR,2020,1,1,1,0,0,0,0,0,0,1
Zsanett Bragmayer,HUN,2020,1,2,1,0,0,0,0,0,0,0
Connor Braid,CAN,2020,1,1,1,0,0,0,0,0,0,1
Luca Braidot,ITA,2020,2,2,2,0,0,0,0,0,0,1
Camila Brait,BRA,2020,1,1,1,0,1,0,0,1,0,0
Michael Brake,NZL,2020,1,2,2,1,0,0,1,0,0,1
Tim Brand,AUS,2020,1,1,1,0,1,0,0,1,0,1
Elisabeth Brandau,GER,2020,1,1,1,0,0,0,0,0,0,0
Josef Brandhuber,GER,2020,1,1,1,0,0,0,0,0,0,1
Maximilian Brandl,GER,2020,1,1,1,0,0,0,0,0,0,1
Borjan Brankovski,MKD,2020,1,1,1,0,0,0,0,0,0,1
Diogo Branquinho,POR,2020,1,1,1,0,0,0,0,0,0,1
Marie Branser,COD,2020,1,1,1,0,0,0,0,0,0,0
Sol Branz,ARG,2020,1,1,1,0,0,0,0,0,0,0
Scott Brash,GBR,2020,2,4,2,0,0,0,1,0,0,1
Shanne Braspennincx,NED,2020,1,3,1,0,0,0,1,0,0,0
Maellyse Brassart,BEL,2020,1,6,1,0,0,0,0,0,0,0
Shane Brathwaite,BAR,2020,1,2,2,0,0,0,0,0,0,1
Kari Brattset,NOR,2020,1,1,1,0,0,1,0,0,1,0
Ole Braunschweig,GER,2020,1,1,1,0,0,0,0,0,0,1
Franziska Brausse,GER,2020,1,2,1,1,0,0,1,0,0,0
Claudio Bravo,ARG,2020,1,1,1,0,0,0,0,0,0,1
Elizabeth Bravo,ECU,2020,1,1,1,0,0,0,0,0,0,0
Alanna Bray-lougheed,CAN,2020,1,2,1,0,0,0,0,0,0,0
Thiago Braz,BRA,2020,1,1,1,0,0,1,0,0,1,1
Kelly Brazier,NZL,2020,1,2,2,1,0,0,1,1,0,0
Stefano Brecciaroli,ITA,2020,2,3,5,0,0,0,0,0,0,1
Stine Bredal,NOR,2020,1,1,1,0,0,1,0,0,1,0
Paul Bredau,GER,2020,1,1,1,0,0,0,0,0,0,1
Kristine Breistoel,NOR,2020,1,1,1,0,0,1,0,0,1,0
Nils Brembach,GER,2020,1,2,2,0,0,0,0,0,0,1
Sebastian Brendel,GER,2020,2,5,3,0,0,0,3,0,1,1
Emmet Brennan,IRL,2020,1,1,1,0,0,0,0,0,0,1
Lisa Brennauer,GER,2020,3,6,3,0,0,0,1,0,0,0
BRENNO,BRA,2020,1,1,1,1,0,0,1,0,0,1
Klaudia Bres,POL,2020,1,2,1,0,0,0,0,0,0,0
Chloe Brew,GBR,2020,1,1,1,0,0,0,0,0,0,0
Drasko Brguljan,MNE,2020,1,1,1,0,0,0,0,0,0,1
Thomas Briels,BEL,2020,1,2,4,1,0,0,1,1,0,1
Joseph Brier,GBR,2020,1,2,1,0,0,0,0,0,0,1
Jo Brigden-jones,AUS,2020,2,3,2,0,0,0,0,0,0,0
Millie Bright,GBR,2020,1,1,1,0,0,0,0,0,0,0
Michael Brinegar,USA,2020,1,2,1,0,0,0,0,0,0,1
Thierry Brinkman,NED,2020,1,1,1,0,0,0,0,0,0,1
Lawrence Brittain,RSA,2020,1,2,2,0,0,0,0,1,0,1
Antoine Brizard,FRA,2020,1,1,1,1,0,0,1,0,0,1
Tatjana Brnovic,MNE,2020,1,1,1,0,0,0,0,0,0,0
Signe Bro,DEN,2020,1,3,1,0,0,0,0,0,0,0
Liam Broady,GBR,2020,1,1,1,0,0,0,0,0,0,1
Laura Brock,AUS,2020,1,1,1,0,0,0,0,0,0,0
Svend Brodersen,GER,2020,1,1,1,0,0,0,0,0,0,1
Amelia Brodka,POL,2020,1,1,1,0,0,0,0,0,0,0
Ben Broeders,BEL,2020,1,1,1,0,0,0,0,0,0,1
Gijs Broeksma,NED,2020,1,2,1,0,0,0,0,0,0,1
